0,1,2
0.0,2222.845703125,2959.83544921875
1.0,1615.5091552734375,21516.869140625
2.0,1751.98583984375,2995.2177734375
3.0,5010.689453125,2946.2275390625
4.0,2361.17041015625,3001.900634765625
5.0,2121.7099609375,2643.876220703125
6.0,2491.52099609375,2990.584228515625
7.0,1823.7628173828125,3713.66943359375
8.0,2137.0283203125,18509.595703125
9.0,2122.7900390625,2761.9658203125
10.0,1683.4100341796875,83900.75
11.0,1618.251220703125,2895.006103515625
12.0,47311.1171875,2691.443115234375
13.0,2942.62841796875,24848.75
14.0,1578.0711669921875,35506.140625
15.0,2026.703369140625,2630.30859375
16.0,1603.7218017578125,2712.147705078125
17.0,2569.898193359375,3979.6689453125
18.0,1873.066162109375,3905.643310546875
19.0,2242.622314453125,2618.28564453125
20.0,1624.119384765625,2976.24951171875
21.0,1610.9219970703125,4462.314453125
22.0,2076.747802734375,2644.8251953125
23.0,2021.168212890625,2709.87646484375
24.0,1599.1407470703125,30456.080078125
25.0,1576.4600830078125,2838.4345703125
26.0,1677.3018798828125,2656.050537109375
27.0,1573.126953125,3086.212890625
28.0,2037.0596923828125,2989.251708984375
29.0,2408.17578125,3715.880126953125
30.0,1575.14599609375,2760.51220703125
31.0,1847.6524658203125,2677.138671875
32.0,1855.521728515625,3371.7763671875
33.0,1813.04052734375,2866.1044921875
34.0,2783.777099609375,8318.0478515625
35.0,1990.2103271484375,2648.368408203125
36.0,1602.0958251953125,3658.783447265625
37.0,1667.902587890625,2923.50390625
38.0,1633.0745849609375,2601.447509765625
39.0,4596.15625,3179.651123046875
40.0,2796.602294921875,3983.525146484375
41.0,17457.93359375,6423.6357421875
42.0,2169.1171875,3300.22412109375
43.0,2077.2607421875,2620.970947265625
44.0,1777.58251953125,63888.78125
45.0,1739.1094970703125,3366.57763671875
46.0,1627.1494140625,3154.040283203125
47.0,1594.151611328125,8597.5849609375
48.0,1909.53515625,3828.377197265625
49.0,1791.8389892578125,23820.62890625
50.0,48133.32421875,2943.0576171875
51.0,22197.689453125,2838.575927734375
52.0,2289.825439453125,3066.396728515625
53.0,2327.74658203125,2766.55908203125
54.0,2518.566650390625,3089.917724609375
55.0,2626.089599609375,2674.978515625
56.0,1900.1358642578125,5021.98388671875
57.0,2248.157470703125,2768.59814453125
58.0,2270.492919921875,3316.9208984375
59.0,1864.7529296875,3580.30615234375
60.0,2297.226806640625,3030.4892578125
61.0,1811.510498046875,5898.763671875
62.0,1942.343994140625,2763.95458984375
63.0,1751.7218017578125,2734.2958984375
64.0,7116.849609375,3284.38525390625
65.0,1642.869873046875,2665.98388671875
66.0,1891.480712890625,4012.80029296875
67.0,1837.7672119140625,9324.0419921875
68.0,1642.419921875,2793.5224609375
69.0,2608.09521484375,3069.8291015625
70.0,1639.32080078125,2806.777099609375
71.0,2081.742919921875,2717.205322265625
72.0,1733.952392578125,5876.36328125
73.0,1587.9144287109375,2605.566162109375
74.0,2237.369140625,3454.584716796875
75.0,2338.65478515625,2853.9501953125
76.0,1592.2735595703125,2624.070068359375
77.0,1659.4033203125,2995.369384765625
78.0,1863.33984375,2713.7529296875
79.0,1690.751220703125,25651.423828125
80.0,1602.0958251953125,3083.98193359375
81.0,3182.544921875,2682.84228515625
82.0,1889.16162109375,4714.43359375
83.0,3601.752197265625,2686.3251953125
84.0,1998.2745361328125,2803.93017578125
85.0,1707.6866455078125,3318.19287109375
86.0,1598.6456298828125,2642.1298828125
87.0,15526.15625,2849.92236328125
88.0,1610.3609619140625,3351.42529296875
89.0,1874.8302001953125,2693.643798828125
90.0,1573.9010009765625,2682.84228515625
91.0,1621.236328125,3733.9599609375
92.0,1636.4287109375,2677.138671875
93.0,1570.594970703125,3080.11572265625
94.0,1654.033203125,2819.365234375
95.0,1827.7259521484375,3115.62939453125
96.0,15846.232421875,24221.08203125
97.0,11082.5283203125,3641.682861328125
98.0,1864.8759765625,2821.454833984375
99.0,3751.018310546875,3814.173828125
100.0,1681.261962890625,2915.64013671875
101.0,1583.6812744140625,3036.31396484375
102.0,1700.7054443359375,2921.636474609375
103.0,2847.627685546875,2821.424560546875
104.0,2046.2698974609375,2802.11328125
105.0,1583.3692626953125,4054.05810546875
106.0,2409.8857421875,3184.61767578125
107.0,1809.8304443359375,2904.979736328125
108.0,2328.502685546875,2714.782470703125
109.0,6145.28173828125,11934.998046875
110.0,1681.489990234375,14809.5966796875
