0,1,2
0.0,106.4552230834961,525.3805541992188
1.0,99.6041488647461,522.2789306640625
2.0,168.4334716796875,522.5895385742188
3.0,105.42913818359375,523.390380859375
4.0,112.79851531982422,520.1354370117188
5.0,100.73735046386719,523.0599975585938
6.0,114.8127212524414,527.1065063476562
7.0,114.18476104736328,545.7862548828125
8.0,105.52867126464844,524.1463012695312
9.0,130.866455078125,522.02392578125
10.0,105.42913818359375,523.3097534179688
11.0,108.14679718017578,520.2279663085938
12.0,98.75983428955078,525.227294921875
13.0,136.55459594726562,521.0565185546875
14.0,101.08443450927734,520.2781982421875
15.0,100.74916076660156,527.861083984375
16.0,107.71199035644531,521.8045043945312
17.0,265.10400390625,523.3163452148438
18.0,107.2860336303711,533.67578125
19.0,101.8895263671875,557.0839233398438
20.0,119.5091552734375,548.3169555664062
21.0,101.8988037109375,520.4566040039062
22.0,121.74898529052734,519.9993286132812
23.0,165.29640197753906,520.085205078125
24.0,122.70926666259766,560.2661743164062
25.0,237.29190063476562,521.0459594726562
26.0,104.80033874511719,520.0086059570312
27.0,104.48867797851562,520.436767578125
28.0,100.75041961669922,521.0552368164062
29.0,178.66622924804688,528.5218505859375
30.0,109.14757537841797,520.9296875
31.0,109.95013427734375,524.4423217773438
32.0,177.35821533203125,520.7658081054688
33.0,102.86541748046875,522.6423950195312
34.0,1128.0523681640625,522.251220703125
35.0,107.67951202392578,522.6423950195312
36.0,97.96571350097656,520.6204223632812
37.0,108.44707489013672,519.4812622070312
38.0,145.52572631835938,632.257568359375
39.0,99.85381317138672,521.6842651367188
40.0,110.21371459960938,526.8025512695312
41.0,3658.196533203125,1293.572265625
42.0,130.38800048828125,520.1354370117188
43.0,111.62061309814453,520.6812133789062
44.0,106.93304443359375,994.1649780273438
45.0,106.41853332519531,521.544189453125
46.0,105.44010925292969,523.4472045898438
47.0,119.47499084472656,530.625732421875
48.0,146.05690002441406,526.8025512695312
49.0,101.72842407226562,520.635009765625
50.0,188.75831604003906,522.2142333984375
51.0,114.26657104492188,521.7490234375
52.0,101.43279266357422,522.4256591796875
53.0,135.28622436523438,542.9608154296875
54.0,97.91426086425781,613.3557739257812
55.0,102.3614501953125,521.5521240234375
56.0,101.93760681152344,523.275390625
57.0,129.5419921875,648.002197265625
58.0,113.0300521850586,522.881591796875
59.0,151.7404022216797,521.2164306640625
60.0,118.81329345703125,567.0654296875
61.0,114.8127212524414,534.7501831054688
62.0,99.80320739746094,520.8450927734375
63.0,103.14671325683594,519.94384765625
64.0,106.9908218383789,522.7666015625
65.0,102.56851959228516,520.657470703125
66.0,99.01709747314453,573.587158203125
67.0,105.00782775878906,521.5230712890625
68.0,126.9812240600586,521.7279052734375
69.0,142.5978240966797,526.2950439453125
70.0,102.74185180664062,524.830810546875
71.0,116.18757629394531,522.3609008789062
72.0,154.52679443359375,540.3389282226562
73.0,110.24829864501953,524.4727172851562
74.0,100.22789764404297,527.7276000976562
75.0,115.68528747558594,531.665771484375
76.0,100.1026382446289,521.9948120117188
77.0,111.9875259399414,520.2887573242188
78.0,115.4849624633789,729.6552124023438
79.0,99.08499145507812,520.3350219726562
80.0,3419.990478515625,519.3755493164062
81.0,122.49882507324219,523.3546752929688
82.0,144.13821411132812,522.0133056640625
83.0,104.78515625,527.8663940429688
84.0,152.87844848632812,520.0733032226562
85.0,108.26150512695312,520.0164794921875
86.0,165.59182739257812,520.3786010742188
87.0,105.39371490478516,522.6423950195312
88.0,153.5915985107422,521.4041137695312
89.0,100.15493774414062,545.5443725585938
90.0,111.95378112792969,519.47998046875
91.0,101.87898254394531,523.4987182617188
92.0,101.22107696533203,520.7354125976562
93.0,103.56170654296875,540.715576171875
94.0,3658.258544921875,520.6759643554688
95.0,130.09130859375,526.0730590820312
96.0,109.26776885986328,650.87255859375
97.0,110.27486419677734,648.002197265625
98.0,118.48982238769531,522.3225708007812
99.0,107.55426025390625,521.0393676757812
100.0,105.59657287597656,522.2049560546875
101.0,101.57828521728516,520.715576171875
102.0,182.08058166503906,602.0051879882812
103.0,106.30213165283203,544.9523315429688
104.0,106.85165405273438,519.860595703125
105.0,135.28622436523438,539.8248291015625
106.0,3632.27099609375,521.3922119140625
107.0,109.1252212524414,521.1530151367188
108.0,134.99417114257812,524.3193969726562
109.0,141.24722290039062,637.5238037109375
110.0,106.4552230834961,529.320068359375
111.0,131.25802612304688,1357.654296875
112.0,104.1424331665039,523.3572998046875
113.0,104.78557586669922,525.9779052734375
114.0,420.83819580078125,521.634033203125
115.0,103.6781005859375,540.1710815429688
116.0,101.27843475341797,534.9100952148438
117.0,106.65975952148438,520.5305786132812
118.0,110.19136047363281,524.5691528320312
119.0,1386.5111083984375,573.587158203125
120.0,113.74573516845703,613.9491577148438
121.0,104.49922180175781,522.2551879882812
122.0,116.70166778564453,523.275390625
123.0,105.66446685791016,520.3521728515625
124.0,115.05015563964844,519.5010986328125
125.0,105.2098388671875,521.6314086914062
126.0,104.28919219970703,521.4080810546875
127.0,106.83435821533203,520.648193359375
128.0,116.54815673828125,522.187744140625
129.0,106.3337631225586,520.2134399414062
130.0,101.43279266357422,520.4631958007812
131.0,97.89654541015625,519.5883178710938
132.0,163.28221130371094,543.630859375
133.0,100.2300033569336,12745.8037109375
134.0,99.54173278808594,520.5702514648438
135.0,179.97824096679688,640.9849243164062
136.0,131.8484649658203,520.1552734375
137.0,109.59376525878906,521.5243530273438
138.0,109.6772689819336,521.4635620117188
139.0,103.75696563720703,522.7864379882812
140.0,107.79338073730469,1063.457763671875
141.0,104.23099517822266,519.6967163085938
142.0,108.92784881591797,523.6824340820312
143.0,108.14679718017578,520.23193359375
144.0,98.03318786621094,519.4271240234375
145.0,105.8618392944336,521.8270263671875
146.0,141.6025390625,1579.2818603515625
147.0,107.01739501953125,526.3717041015625
148.0,199.77865600585938,529.3623046875
149.0,101.72547149658203,525.7664794921875
150.0,112.59271240234375,519.8922729492188
151.0,107.25946807861328,520.6416015625
152.0,107.3750228881836,521.0697631835938
153.0,153.8159637451172,522.4256591796875
154.0,2580.630859375,521.035400390625
155.0,104.4161376953125,534.7066040039062
156.0,125.41216278076172,519.8936157226562
157.0,100.04232788085938,521.8521118164062
158.0,157.22230529785156,532.9674682617188
159.0,107.41339874267578,521.8137817382812
160.0,97.68778991699219,520.5979614257812
161.0,420.8369445800781,521.9723510742188
162.0,118.03054809570312,527.1580200195312
163.0,122.70926666259766,526.955810546875
164.0,124.22498321533203,520.7010498046875
165.0,106.77152252197266,521.3419799804688
166.0,99.20687866210938,528.5324096679688
167.0,3651.755615234375,521.310302734375
168.0,107.35773468017578,521.5191040039062
169.0,98.59789276123047,524.5863647460938
170.0,3633.28271484375,536.005615234375
171.0,107.36068725585938,520.1407470703125
172.0,109.954345703125,525.7902221679688
173.0,135.65187072753906,522.1534423828125
174.0,98.55656433105469,521.963134765625
175.0,177.12478637695312,528.322265625
176.0,115.48918151855469,520.5081176757812
177.0,106.23507690429688,523.5885620117188
178.0,140.02609252929688,524.3590087890625
179.0,124.66358947753906,526.85009765625
180.0,102.32054138183594,521.4239501953125
181.0,108.05443572998047,527.5320434570312
182.0,99.14825439453125,519.6953735351562
183.0,3598.808349609375,519.9451293945312
184.0,98.18543243408203,560.003173828125
185.0,102.8797607421875,520.7658081054688
186.0,129.26808166503906,524.5281982421875
187.0,102.4753189086914,521.8494873046875
188.0,174.02188110351562,544.699951171875
189.0,118.6838150024414,522.7031860351562
190.0,105.95800018310547,522.4639892578125
191.0,154.13458251953125,519.9848022460938
192.0,120.58373260498047,519.9398803710938
193.0,2958.03759765625,524.0009155273438
194.0,144.04058837890625,521.1371459960938
195.0,181.16879272460938,524.1224975585938
196.0,2851.62451171875,522.5974731445312
197.0,98.8538818359375,521.1371459960938
198.0,119.73941802978516,524.81494140625
199.0,188.05465698242188,533.5859375
200.0,3640.48681640625,523.4788818359375
201.0,111.95589447021484,520.882080078125
202.0,131.76727294921875,565.8998413085938
203.0,102.43820190429688,548.4041748046875
204.0,113.36026763916016,521.634033203125
205.0,3354.62158203125,529.1931762695312
206.0,107.91568756103516,554.0787963867188
207.0,100.02124786376953,523.0441284179688
208.0,103.08641052246094,567.5755615234375
209.0,118.28401184082031,520.7750854492188
210.0,100.65933227539062,519.5671997070312
211.0,3658.258544921875,535.4426879882812
212.0,131.6171417236328,520.062744140625
213.0,98.57722473144531,520.6362915039062
214.0,130.9488983154297,522.49169921875
215.0,101.55424499511719,525.2153930664062
216.0,129.64236450195312,522.0675048828125
217.0,98.57722473144531,520.9600830078125
218.0,1338.986328125,526.5659790039062
219.0,163.3568572998047,532.6343994140625
220.0,181.61898803710938,523.0626220703125
221.0,138.05154418945312,521.6314086914062
222.0,135.83090209960938,523.5515747070312
223.0,102.21974182128906,525.8589477539062
