0,1,2,3,4
0.0,208.4585723876953,211.3416290283203,252.47332763671875,458.3659973144531
1.0,209.02114868164062,211.599609375,252.45933532714844,469.0091247558594
2.0,208.68374633789062,211.45066833496094,252.4469451904297,460.6165466308594
3.0,208.43771362304688,211.45066833496094,252.4589385986328,453.6442565917969
4.0,208.6341094970703,211.28176879882812,254.61947631835938,464.2446594238281
5.0,208.6341094970703,211.5540008544922,252.411376953125,456.20916748046875
6.0,208.85064697265625,211.30528259277344,252.47132873535156,452.598876953125
7.0,209.00100708007812,211.39222717285156,252.411376953125,453.83843994140625
8.0,208.4254913330078,211.33023071289062,252.5416717529297,452.9024658203125
9.0,208.40318298339844,211.33236694335938,254.3193359375,456.353271484375
10.0,208.4269256591797,212.47120666503906,252.58523559570312,455.6203918457031
11.0,208.4024658203125,212.47120666503906,252.40658569335938,453.6986389160156
12.0,208.45281982421875,211.28176879882812,252.38619995117188,459.9239196777344
13.0,208.44418334960938,211.26751708984375,252.6208038330078,474.6087951660156
14.0,208.42835998535156,211.33023071289062,252.39500427246094,457.83685302734375
15.0,208.4024658203125,211.3601531982422,254.1414794921875,455.6203918457031
16.0,208.43771362304688,211.8711395263672,252.60520935058594,452.9755859375
17.0,208.4024658203125,211.32595825195312,252.43736267089844,453.7806701660156
18.0,209.325439453125,211.2960205078125,252.9924774169922,454.99444580078125
19.0,208.42979431152344,211.27035522460938,252.59002685546875,456.1083679199219
20.0,209.3822784423828,211.3416290283203,252.5848388671875,452.6689147949219
21.0,208.40606689453125,211.6851348876953,252.61520385742188,457.83685302734375
22.0,208.4585723876953,211.3416290283203,254.61947631835938,452.598876953125
23.0,209.02114868164062,211.47276306152344,253.65550231933594,452.598876953125
24.0,208.41253662109375,211.92173767089844,252.4701385498047,454.2142639160156
25.0,208.4024658203125,211.45779418945312,252.61520385742188,452.6763000488281
26.0,209.4247283935547,211.74642944335938,252.39500427246094,500.4791259765625
27.0,208.42979431152344,211.2767791748047,253.0400390625,456.20916748046875
28.0,208.6341094970703,211.79774475097656,252.4585418701172,453.6617736816406
29.0,208.40318298339844,211.4086151123047,252.9481201171875,454.99444580078125
30.0,208.42835998535156,211.3416290283203,252.46014404296875,452.9024658203125
31.0,208.40174865722656,211.26039123535156,253.70106506347656,456.1083679199219
32.0,208.50965881347656,211.4150390625,252.61520385742188,452.9024658203125
33.0,209.3419952392578,211.33023071289062,252.38619995117188,456.353271484375
34.0,208.40606689453125,211.33522033691406,252.60520935058594,465.3810119628906
35.0,209.02114868164062,211.34234619140625,252.5552520751953,459.1133117675781
36.0,208.4024658203125,211.92173767089844,252.4585418701172,452.6763000488281
37.0,208.5528106689453,211.33450317382812,252.4585418701172,453.6617736816406
38.0,208.40103149414062,213.18601989746094,252.4589385986328,456.60955810546875
39.0,209.02114868164062,212.26953125,252.4661407470703,456.20916748046875
40.0,208.4585723876953,211.25967407226562,257.6368408203125,453.33758544921875
41.0,208.48231506347656,211.27035522460938,253.0260467529297,454.3614501953125
42.0,208.449951171875,211.28176879882812,252.80343627929688,459.1123962402344
43.0,208.43771362304688,211.26039123535156,252.48451232910156,455.6720275878906
44.0,208.3995819091797,211.7542724609375,252.47532653808594,454.7492370605469
45.0,208.4333953857422,211.92245483398438,252.38819885253906,452.90277099609375
46.0,208.39886474609375,211.28176879882812,253.70106506347656,453.6617736816406
47.0,208.40606689453125,211.30528259277344,252.4589385986328,461.39306640625
48.0,208.43124389648438,217.0935821533203,257.6368408203125,452.598876953125
49.0,208.4003143310547,211.33522033691406,254.3193359375,455.27008056640625
50.0,208.4046173095703,211.26751708984375,252.96490478515625,465.23443603515625
51.0,209.08876037597656,211.28176879882812,252.72630310058594,455.6720275878906
52.0,210.02685546875,211.4791717529297,253.0400390625,453.33758544921875
53.0,208.42835998535156,211.33450317382812,252.4589385986328,454.7492370605469
54.0,208.40318298339844,211.45779418945312,252.5980224609375,476.97210693359375
55.0,208.50173950195312,211.67088317871094,252.63998413085938,453.6986389160156
56.0,208.41253662109375,211.26039123535156,252.39500427246094,453.6442565917969
57.0,209.80096435546875,211.27035522460938,252.60801696777344,455.27008056640625
58.0,208.4254913330078,211.45066833496094,266.6430358886719,459.9494323730469
59.0,208.408935546875,211.45779418945312,253.23587036132812,454.7492370605469
60.0,208.66000366210938,211.33522033691406,252.93612670898438,458.2138977050781
61.0,208.40318298339844,211.51837158203125,253.7957763671875,459.1741638183594
62.0,208.66000366210938,211.33522033691406,252.4589385986328,453.33758544921875
63.0,208.40606689453125,211.33023071289062,252.385009765625,452.9755859375
64.0,208.408935546875,213.18601989746094,252.4585418701172,477.8236083984375
65.0,208.41110229492188,211.27035522460938,252.385009765625,459.529052734375
66.0,208.43411254882812,212.70140075683594,252.4585418701172,455.27008056640625
67.0,208.40103149414062,211.6466522216797,252.62359619140625,452.9024658203125
68.0,208.4290771484375,211.5340576171875,252.4469451904297,453.6986389160156
69.0,208.43411254882812,212.34791564941406,252.40658569335938,458.3659973144531
70.0,208.42835998535156,211.3416290283203,253.77740478515625,472.4464111328125
71.0,208.40606689453125,211.92173767089844,252.385009765625,461.147216796875
72.0,208.42835998535156,211.6466522216797,252.4589385986328,462.5770263671875
73.0,208.39886474609375,211.33023071289062,252.6208038330078,456.432861328125
74.0,208.4067840576172,211.3501739501953,252.47132873535156,456.6310729980469
75.0,208.54347229003906,211.397216796875,252.4705352783203,456.7880859375
76.0,208.4046173095703,211.37156677246094,252.39939880371094,452.9024658203125
77.0,208.43988037109375,211.6466522216797,254.61947631835938,464.3420715332031
78.0,212.51235961914062,212.39781188964844,254.61947631835938,458.3659973144531
79.0,209.18804931640625,211.34234619140625,252.45933532714844,469.1541748046875
80.0,209.02114868164062,211.3516082763672,252.7015380859375,455.1044616699219
81.0,208.80532836914062,212.7683868408203,252.43736267089844,456.20916748046875
82.0,208.40318298339844,211.30528259277344,252.4585418701172,457.9480895996094
83.0,208.4003143310547,211.449951171875,252.46014404296875,465.4624328613281
84.0,208.4067840576172,212.78834533691406,252.4469451904297,458.7347412109375
85.0,208.45928955078125,211.2589569091797,252.4469451904297,453.6617736816406
86.0,208.4585723876953,211.43569946289062,252.63998413085938,457.968994140625
87.0,208.4024658203125,213.18601989746094,252.5556640625,462.54937744140625
88.0,208.40606689453125,212.23745727539062,252.5928192138672,463.3218994140625
89.0,208.43988037109375,211.42929077148438,253.16073608398438,462.2986145019531
90.0,208.40318298339844,211.45565795898438,252.38661193847656,453.24755859375
91.0,208.42189025878906,211.53475952148438,252.39898681640625,452.7918395996094
92.0,208.4269256591797,211.42715454101562,253.0963897705078,454.99444580078125
93.0,212.51235961914062,211.2767791748047,252.62120056152344,455.9304504394531
94.0,208.44418334960938,211.3516082763672,252.411376953125,464.3491516113281
95.0,209.08876037597656,211.33023071289062,253.70106506347656,452.9755859375
96.0,208.7218780517578,211.45779418945312,252.4589385986328,464.4748229980469
97.0,208.40174865722656,211.30528259277344,254.1638641357422,460.54925537109375
