0,1,2,3
0.0,105.46744537353516,88.85626983642578,149.9630126953125
1.0,105.24195861816406,80.62657165527344,109.61145782470703
2.0,107.10115051269531,80.32433319091797,115.67301940917969
3.0,109.49305725097656,77.70672607421875,152.8456268310547
4.0,107.0813217163086,79.95197296142578,111.55022430419922
5.0,106.12075805664062,82.07090759277344,109.60031127929688
6.0,105.0759506225586,78.69832611083984,110.23170471191406
7.0,105.0263900756836,93.33486938476562,113.2007064819336
8.0,105.11146545410156,79.17813110351562,109.77619171142578
9.0,105.85150146484375,83.33275604248047,110.88384246826172
10.0,105.93822479248047,82.2320785522461,123.54359436035156
11.0,108.03032684326172,77.96139526367188,109.61145782470703
12.0,105.2502212524414,88.49784851074219,146.0337677001953
13.0,105.55416870117188,78.24845886230469,110.23170471191406
14.0,105.46744537353516,79.61447143554688,110.27505493164062
15.0,105.54012298583984,77.26751708984375,110.88384246826172
16.0,106.96734619140625,78.16397857666016,109.36341857910156
17.0,105.34107208251953,105.69417572021484,109.61145782470703
18.0,105.34107208251953,78.10328674316406,114.9211654663086
19.0,105.46744537353516,81.33602905273438,180.08067321777344
20.0,106.5659408569336,77.96139526367188,108.7905502319336
21.0,107.9295654296875,80.85868072509766,209.54031372070312
22.0,105.34519958496094,77.73502349853516,111.55146789550781
23.0,105.46744537353516,78.16397857666016,136.9623260498047
24.0,105.45587921142578,82.69834899902344,114.767578125
25.0,108.40859985351562,81.42829895019531,109.35970306396484
26.0,108.53744506835938,90.67214965820312,108.78931427001953
27.0,105.71522521972656,78.06145477294922,144.63751220703125
28.0,105.25270080566406,77.96139526367188,143.7642822265625
29.0,108.14513397216797,77.91997528076172,184.2718963623047
30.0,106.96734619140625,79.41024017333984,109.60031127929688
31.0,107.01607513427734,79.84699249267578,127.99555206298828
32.0,105.0263900756836,80.853759765625,128.5523223876953
33.0,132.0015106201172,78.16397857666016,109.60031127929688
34.0,107.29193878173828,78.09712982177734,113.34036254882812
35.0,104.95453643798828,77.61814880371094,127.19446563720703
36.0,106.51390838623047,81.51072692871094,113.78410339355469
37.0,126.07953643798828,77.70672607421875,109.26432800292969
38.0,106.365234375,91.83270263671875,122.6381607055664
39.0,105.42036437988281,77.6070785522461,133.0581512451172
40.0,105.12798309326172,77.41310119628906,146.20252990722656
41.0,105.56820678710938,83.99833679199219,109.36341857910156
42.0,105.45587921142578,124.62149047851562,114.767578125
43.0,114.46189880371094,77.70836639404297,109.23615264892578
44.0,110.80960083007812,79.23759460449219,112.28009033203125
45.0,105.61693572998047,82.92964172363281,117.56409454345703
46.0,106.9789047241211,78.16397857666016,109.61857604980469
47.0,105.79781341552734,81.00590515136719,114.0569076538086
48.0,105.25104522705078,81.47750854492188,116.41588592529297
49.0,115.84452056884766,81.09612274169922,128.27455139160156
50.0,105.57481384277344,80.62657165527344,178.75161743164062
51.0,105.46744537353516,88.18248748779297,109.35970306396484
52.0,105.46744537353516,83.82855987548828,117.67774200439453
53.0,104.96196746826172,78.10902404785156,112.17728424072266
54.0,114.45941925048828,77.79653930664062,111.8118896484375
55.0,105.11146545410156,82.82424926757812,109.23522186279297
56.0,105.41045379638672,80.1336441040039,114.79668426513672
57.0,105.34355163574219,78.30792236328125,111.36318969726562
58.0,105.00408935546875,77.26751708984375,109.23522186279297
59.0,105.11146545410156,100.34618377685547,109.61857604980469
60.0,105.46744537353516,83.75761413574219,121.52803039550781
61.0,104.95453643798828,85.00223541259766,211.20843505859375
62.0,107.01525115966797,78.69832611083984,136.0807342529297
63.0,107.89982604980469,77.70672607421875,109.35970306396484
64.0,107.97003173828125,77.33354187011719,133.0581512451172
65.0,106.96734619140625,77.61814880371094,112.09120178222656
66.0,105.46578979492188,78.10984802246094,109.61145782470703
67.0,104.95536041259766,79.41024017333984,207.37982177734375
68.0,105.4641342163086,77.79817962646484,128.27548217773438
69.0,105.34355163574219,79.95197296142578,169.20980834960938
70.0,107.8510971069336,106.49877166748047,109.45755767822266
71.0,108.69933319091797,78.10328674316406,114.9211654663086
72.0,108.96941375732422,79.31387329101562,152.8456268310547
73.0,105.45587921142578,77.95729064941406,151.4633026123047
74.0,105.41870880126953,77.65423583984375,176.03158569335938
75.0,106.85914611816406,96.69432830810547,109.77619171142578
76.0,106.58080291748047,77.65423583984375,109.61145782470703
77.0,105.15523529052734,81.88267517089844,111.6335220336914
78.0,105.50956726074219,78.22836303710938,114.9211654663086
79.0,107.02433776855469,81.47750854492188,109.61857604980469
80.0,105.00408935546875,77.48855590820312,157.40130615234375
81.0,106.22069549560547,82.21443939208984,109.35970306396484
82.0,105.12798309326172,84.8008804321289,113.0839614868164
83.0,106.51390838623047,77.96139526367188,109.61145782470703
84.0,109.8036117553711,78.47811126708984,119.14118957519531
85.0,107.21760559082031,77.70672607421875,112.28009033203125
86.0,105.42036437988281,80.32433319091797,109.61145782470703
87.0,107.86018371582031,77.26834106445312,109.35970306396484
88.0,106.365234375,78.09712982177734,123.4287109375
89.0,106.34623718261719,84.50479888916016,109.61857604980469
90.0,108.53662109375,80.62657165527344,111.68028259277344
91.0,116.42267608642578,78.06309509277344,111.68338012695312
92.0,108.2681884765625,77.53653717041016,128.20333862304688
93.0,109.49305725097656,77.27120971679688,117.38573455810547
94.0,108.88516235351562,84.41826629638672,111.70536804199219
95.0,152.5574493408203,78.16397857666016,111.8118896484375
96.0,105.46744537353516,77.70672607421875,110.80519104003906
97.0,105.41870880126953,84.48839569091797,133.0581512451172
98.0,106.96734619140625,89.81793212890625,142.18006896972656
99.0,105.11146545410156,84.69507598876953,118.77486419677734
100.0,109.02639770507812,78.16397857666016,109.36341857910156
101.0,105.517822265625,79.10021209716797,151.31838989257812
102.0,108.17982482910156,77.41310119628906,114.94965362548828
103.0,106.99873352050781,78.03684997558594,110.09947967529297
104.0,106.56676483154297,77.40940856933594,109.35970306396484
105.0,108.20542907714844,77.76824188232422,134.395263671875
106.0,105.79781341552734,77.92899322509766,131.23550415039062
107.0,117.82098388671875,79.45863342285156,109.77619171142578
108.0,106.2529067993164,77.91997528076172,117.31141662597656
109.0,105.15523529052734,80.64215850830078,109.77619171142578
110.0,105.45587921142578,77.515625,110.23170471191406
111.0,105.45587921142578,86.42729949951172,140.32923889160156
112.0,108.92893981933594,77.33395385742188,119.70321655273438
113.0,105.50296020507812,77.65423583984375,109.7771224975586
114.0,105.71604919433594,81.23350524902344,109.23615264892578
115.0,108.21450805664062,79.2134017944336,109.77619171142578
116.0,107.98985290527344,84.42729187011719,110.77112579345703
117.0,105.45587921142578,78.10328674316406,135.23411560058594
118.0,106.54281616210938,77.50045013427734,112.09120178222656
119.0,105.45587921142578,88.04551696777344,109.61857604980469
120.0,105.85150146484375,86.19190979003906,155.0085906982422
121.0,107.0813217163086,79.31387329101562,230.7698516845703
122.0,105.46744537353516,77.26834106445312,115.67301940917969
123.0,105.84241485595703,82.58680725097656,108.88252258300781
124.0,105.4112777709961,77.40940856933594,112.17728424072266
125.0,110.8112564086914,78.16397857666016,113.20535278320312
126.0,105.4641342163086,90.47161102294922,126.5333480834961
127.0,108.17982482910156,78.50312042236328,172.14939880371094
128.0,104.98426818847656,77.34092712402344,123.62317657470703
129.0,107.93121337890625,80.10657501220703,109.23522186279297
130.0,105.93574523925781,94.2756118774414,140.32923889160156
131.0,105.25270080566406,78.10328674316406,108.96365356445312
132.0,106.88392639160156,77.40940856933594,109.64954376220703
133.0,106.96734619140625,80.52732849121094,109.35970306396484
134.0,105.6549301147461,80.72745513916016,117.31141662597656
135.0,105.45587921142578,78.31694030761719,123.42902374267578
136.0,105.39310455322266,81.29706573486328,127.99555206298828
137.0,107.90148162841797,77.70795440673828,109.36156463623047
138.0,106.9012680053711,82.71229553222656,111.38301086425781
139.0,106.19757080078125,94.71768951416016,109.45755767822266
140.0,108.13604736328125,78.30792236328125,123.57208251953125
141.0,107.29193878173828,78.05530548095703,108.96365356445312
142.0,105.46744537353516,78.12747955322266,122.29319763183594
143.0,105.5525131225586,77.70672607421875,109.77619171142578
144.0,108.2681884765625,90.41706848144531,143.7642822265625
145.0,105.5037841796875,77.65423583984375,109.33121490478516
