0,1,2,3
0.0,564.0,572.0,417.0
1.0,535.0,530.0,476.0
2.0,566.0,476.0,346.0
3.0,528.0,548.0,499.0
4.0,574.0,445.0,535.0
5.0,614.0,526.0,504.0
6.0,540.0,525.0,234.0
7.0,502.0,522.0,412.0
8.0,568.0,588.0,322.0
9.0,448.0,568.0,319.0
10.0,444.0,487.0,504.0
11.0,450.0,571.0,313.0
12.0,544.0,402.0,493.0
13.0,492.0,403.0,315.0
14.0,628.0,556.0,478.0
15.0,562.0,629.0,493.0
16.0,412.0,546.0,300.0
17.0,612.0,544.0,315.0
18.0,566.0,568.0,318.0
19.0,510.0,456.0,501.0
20.0,562.0,558.0,427.0
21.0,558.0,524.0,351.0
22.0,600.0,614.0,437.0
23.0,465.0,542.0,505.0
24.0,433.0,429.0,511.0
25.0,558.0,614.0,316.0
26.0,484.0,443.0,319.0
27.0,408.0,438.0,479.0
28.0,402.0,570.0,456.0
29.0,523.0,587.0,408.0
30.0,564.0,530.0,351.0
31.0,572.0,625.0,436.0
32.0,424.0,438.0,510.0
33.0,557.0,411.0,314.0
34.0,485.0,411.0,480.0
35.0,567.0,538.0,560.0
36.0,542.0,485.0,502.0
37.0,540.0,436.0,517.0
38.0,564.0,558.0,441.0
39.0,514.0,604.0,422.0
40.0,548.0,549.0,484.0
41.0,467.0,378.0,348.0
42.0,540.0,624.0,466.0
43.0,562.0,503.0,456.0
44.0,420.0,557.0,510.0
45.0,568.0,587.0,465.0
46.0,612.0,572.0,511.0
47.0,572.0,572.0,512.0
48.0,627.0,503.0,505.0
49.0,494.0,524.0,535.0
50.0,557.0,544.0,508.0
51.0,569.0,568.0,411.0
52.0,510.0,580.0,346.0
53.0,455.0,419.0,502.0
54.0,464.0,443.0,353.0
55.0,572.0,411.0,580.0
56.0,547.0,386.0,476.0
57.0,564.0,501.0,490.0
58.0,528.0,473.0,348.0
59.0,566.0,459.0,259.0
60.0,556.0,487.0,348.0
61.0,420.0,541.0,474.0
62.0,535.0,522.0,481.0
63.0,557.0,547.0,484.0
64.0,556.0,556.0,280.0
65.0,540.0,614.0,319.0
66.0,444.0,522.0,465.0
67.0,530.0,410.0,340.0
68.0,452.0,522.0,566.0
69.0,614.0,614.0,479.0
70.0,544.0,568.0,260.0
71.0,544.0,353.0,417.0
72.0,562.0,522.0,491.0
