0,1,2,3,4
0.0,179.730224609375,261.7550354003906,227.68772888183594,289.4179992675781
1.0,179.74032592773438,261.4901123046875,228.9745635986328,263.596923828125
2.0,179.73779296875,261.60491943359375,228.0128936767578,261.4513244628906
3.0,179.73779296875,261.4901123046875,227.45077514648438,260.3218078613281
4.0,179.73779296875,261.4837951660156,228.53128051757812,274.703857421875
5.0,179.80593872070312,261.6187744140625,228.63699340820312,262.5028076171875
6.0,179.8336944580078,261.5102844238281,227.3800506591797,260.3041076660156
7.0,179.73779296875,261.4875793457031,230.09954833984375,260.4290466308594
8.0,179.730224609375,261.59228515625,227.47775268554688,266.5108337402344
9.0,180.21475219726562,261.57843017578125,229.8910369873047,264.9450988769531
10.0,179.77059936523438,261.48126220703125,229.82176208496094,261.97601318359375
11.0,179.72265625,261.65789794921875,227.69720458984375,269.8046875
12.0,179.7277069091797,261.4989318847656,227.96987915039062,262.5028076171875
13.0,179.7428436279297,261.4901123046875,231.2252655029297,268.0723876953125
14.0,179.72265625,261.49261474609375,232.1424560546875,285.8420104980469
15.0,179.80088806152344,261.6515808105469,227.20870971679688,259.77838134765625
16.0,179.730224609375,261.64654541015625,227.3800506591797,264.495361328125
17.0,179.7352752685547,262.1385498046875,228.9752960205078,272.9632263183594
18.0,179.82864379882812,261.614990234375,229.01466369628906,279.5238952636719
19.0,180.85574340820312,261.5065002441406,228.63990783691406,261.97601318359375
20.0,179.7428436279297,261.5203857421875,237.84756469726562,261.5970764160156
21.0,179.80088806152344,261.49261474609375,229.926025390625,289.48046875
22.0,179.730224609375,261.5910339355469,227.897705078125,260.995361328125
23.0,179.7352752685547,262.5233459472656,228.97091674804688,259.77838134765625
24.0,179.80088806152344,261.4901123046875,228.32276916503906,267.89019775390625
25.0,179.79078674316406,261.49261474609375,231.0911102294922,265.08563232421875
26.0,180.00277709960938,261.5027160644531,229.17724609375,259.9938659667969
27.0,179.730224609375,261.5670471191406,227.6468963623047,260.9120788574219
28.0,179.7251739501953,261.5405578613281,227.24371337890625,264.2840270996094
29.0,179.75294494628906,261.6250915527344,229.41348266601562,259.9938659667969
30.0,179.745361328125,263.3724060058594,229.8472900390625,263.2388000488281
31.0,179.93211364746094,261.86480712890625,229.5089874267578,265.2698974609375
32.0,179.8311767578125,261.57843017578125,229.87571716308594,270.51885986328125
33.0,179.80845642089844,261.5027160644531,229.60231018066406,263.2086181640625
34.0,179.75294494628906,261.4901123046875,228.96217346191406,266.5108337402344
35.0,180.8658447265625,265.9964904785156,227.24371337890625,260.9120788574219
36.0,179.730224609375,261.48504638671875,228.4693145751953,280.1995544433594
37.0,179.76051330566406,261.5405578613281,227.69720458984375,264.0997619628906
38.0,180.000244140625,261.6415100097656,228.32276916503906,262.264404296875
39.0,179.74789428710938,261.48504638671875,227.9144744873047,279.49371337890625
40.0,179.7504119873047,261.5027160644531,227.20870971679688,266.5357971191406
41.0,180.9844512939453,261.60491943359375,248.985107421875,288.37176513671875
42.0,179.7504119873047,261.4989318847656,229.00518798828125,268.8292236328125
43.0,179.74032592773438,261.49261474609375,228.83457946777344,294.4295959472656
44.0,179.730224609375,261.539306640625,227.79708862304688,262.3174743652344
45.0,179.8185577392578,261.4837951660156,229.2938995361328,274.53729248046875
46.0,179.77313232421875,261.70458984375,227.51055908203125,268.8292236328125
47.0,179.730224609375,261.9278869628906,229.46815490722656,268.5096435546875
48.0,183.8285369873047,261.4837951660156,228.43212890625,260.4290466308594
49.0,179.87155151367188,261.6187744140625,228.7944793701172,266.3973388671875
50.0,179.82864379882812,261.5102844238281,227.24371337890625,268.216064453125
51.0,179.93716430664062,261.65789794921875,228.7959442138672,262.5028076171875
52.0,179.76303100585938,261.5556945800781,229.18162536621094,274.2853698730469
53.0,180.05828857421875,261.48504638671875,229.32525634765625,278.0851745605469
54.0,179.7428436279297,261.4875793457031,227.37057495117188,259.77838134765625
55.0,179.7277069091797,261.5052490234375,237.84756469726562,261.5970764160156
56.0,179.74789428710938,261.4901123046875,234.9348602294922,272.7352294921875
57.0,179.7277069091797,261.5632629394531,227.24371337890625,262.41119384765625
58.0,179.79583740234375,261.49261474609375,228.9745635986328,265.08563232421875
59.0,179.80088806152344,261.5052490234375,228.43212890625,288.91204833984375
60.0,179.730224609375,261.4901123046875,230.79437255859375,261.5970764160156
