0,1,2,3
0.0,378.6542663574219,241.31324768066406,453.0879821777344
1.0,311.0723876953125,243.5631561279297,481.88897705078125
2.0,325.9806213378906,271.7053527832031,462.2314147949219
3.0,311.4725646972656,268.7021179199219,6622.15087890625
4.0,312.5666809082031,265.3623962402344,452.50665283203125
5.0,310.8906555175781,241.6007537841797,447.8515625
6.0,309.767333984375,312.5472717285156,450.3160400390625
7.0,312.8755187988281,408.0652160644531,486.32684326171875
8.0,315.23138427734375,265.6097106933594,448.21563720703125
9.0,314.1749267578125,262.3415832519531,447.9754638671875
10.0,325.3271484375,277.2868347167969,468.5692443847656
11.0,342.1534118652344,251.67706298828125,447.2136535644531
12.0,310.9923400878906,295.4707336425781,465.2358703613281
13.0,309.6854248046875,251.4711456298828,450.4353332519531
14.0,315.8773193359375,247.19229125976562,465.890625
15.0,312.2879638671875,251.56719970703125,461.7311706542969
16.0,320.2764587402344,412.8682556152344,626.533447265625
17.0,333.43804931640625,241.9378662109375,451.7433166503906
18.0,309.6938781738281,242.96803283691406,451.4878234863281
19.0,3240.6064453125,242.11679077148438,447.39569091796875
20.0,312.8576354980469,241.4344024658203,469.3035583496094
21.0,310.1872863769531,245.47596740722656,461.5812683105469
22.0,315.1767883300781,252.64068603515625,469.7333984375
23.0,310.227783203125,275.38531494140625,1219.1256103515625
24.0,310.4810485839844,251.4711456298828,751.817138671875
25.0,372.2109680175781,296.419921875,447.3161315917969
26.0,311.10345458984375,4898.296875,465.35980224609375
27.0,309.767333984375,276.1217041015625,452.50665283203125
28.0,310.530029296875,241.9491729736328,452.8493347167969
29.0,311.765380859375,244.00888061523438,469.4289855957031
30.0,316.3565979003906,265.3623962402344,551.9861450195312
31.0,310.35394287109375,275.88690185546875,448.1789245605469
32.0,313.7935791015625,245.83505249023438,476.7825927734375
33.0,311.3294372558594,265.24560546875,503.8488464355469
34.0,313.3670349121094,271.35003662109375,517.8722534179688
35.0,335.0208435058594,251.4711456298828,448.21563720703125
36.0,311.8633117675781,239.03318786621094,11532.3310546875
37.0,320.6766357421875,257.74945068359375,450.55621337890625
38.0,309.8426513671875,245.68313598632812,448.0779724121094
39.0,315.8180236816406,246.54254150390625,448.4879455566406
40.0,310.7767333984375,240.58377075195312,469.46875
41.0,313.03466796875,245.48350524902344,470.6849365234375
42.0,314.5374450683594,8214.1240234375,449.8555603027344
43.0,310.6251220703125,327.1755065917969,517.240478515625
44.0,310.1062927246094,270.52703857421875,447.85003662109375
45.0,309.478271484375,264.7095031738281,449.0830383300781
46.0,309.3954162597656,392.0050354003906,449.7056579589844
47.0,310.41986083984375,248.7384796142578,476.7825927734375
48.0,309.4424743652344,4571.44384765625,461.7296447753906
49.0,326.59454345703125,4210.2685546875,447.2136535644531
50.0,312.78607177734375,253.3456573486328,448.04278564453125
51.0,314.4357604980469,255.2772979736328,446.4288635253906
52.0,309.8831481933594,248.0799560546875,470.7445983886719
53.0,369.3560485839844,258.11920166015625,472.6552734375
54.0,315.4432678222656,239.34205627441406,464.78765869140625
55.0,311.7220764160156,238.54541015625,477.8993225097656
56.0,334.5604248046875,246.02024841308594,902.4017333984375
57.0,313.2408752441406,481.5887145996094,448.21258544921875
58.0,312.8727111816406,303.72900390625,474.2477722167969
59.0,311.3011779785156,461.5177307128906,451.42205810546875
60.0,323.4731750488281,264.71014404296875,497.2601318359375
61.0,311.2522277832031,267.11700439453125,460.8056640625
62.0,311.9263916015625,2013.9261474609375,452.5081787109375
63.0,6176.78662109375,242.12306213378906,452.8493347167969
64.0,309.8784484863281,241.9887237548828,468.8293151855469
65.0,333.6593017578125,276.1034851074219,465.48675537109375
66.0,323.1210021972656,245.58206176757812,455.1256408691406
67.0,309.9151611328125,242.96803283691406,464.01666259765625
68.0,309.82196044921875,251.80511474609375,505.67999267578125
69.0,309.767333984375,396.03155517578125,450.8193054199219
70.0,315.6146240234375,257.93841552734375,447.8515625
71.0,333.60845947265625,293.19635009765625,454.0532531738281
72.0,311.5318908691406,243.8343505859375,456.152099609375
73.0,319.2830810546875,241.9378662109375,468.4637145996094
74.0,309.9716491699219,291.7719421386719,447.2366027832031
75.0,310.7851867675781,250.04673767089844,465.8263854980469
76.0,316.0807189941406,252.70973205566406,460.6221008300781
77.0,311.0667419433594,409.9196472167969,447.3161315917969
78.0,334.8786926269531,271.990966796875,458.3656921386719
79.0,334.5604248046875,557.3677978515625,468.4637145996094
80.0,315.3377990722656,238.85679626464844,450.17987060546875
81.0,313.2164001464844,335.6221008300781,14271.5263671875
82.0,309.8784484863281,262.142578125,460.5547790527344
83.0,311.5318908691406,269.9011535644531,478.3781433105469
84.0,309.9481201171875,284.69573974609375,446.6063232421875
85.0,309.6854248046875,274.89691162109375,513.9989013671875
86.0,309.95660400390625,241.9378662109375,454.4142761230469
87.0,343.543212890625,276.1034851074219,474.2477722167969
88.0,312.3538818359375,7834.99853515625,484.04290771484375
89.0,311.674072265625,257.7438049316406,671.0238037109375
90.0,316.3274230957031,248.7384796142578,452.1226806640625
91.0,313.3660888671875,265.11944580078125,454.2857971191406
92.0,314.6363220214844,240.71937561035156,570.530029296875
93.0,350.9742736816406,242.78724670410156,454.8227233886719
94.0,319.1380615234375,241.9158935546875,470.80426025390625
95.0,323.21234130859375,264.4351806640625,453.1614074707031
96.0,316.39239501953125,245.31338500976562,458.0352478027344
97.0,320.837646484375,251.4711456298828,451.47100830078125
98.0,312.04315185546875,243.6422576904297,447.99993896484375
99.0,312.1344909667969,295.4707336425781,570.530029296875
100.0,311.2588195800781,262.7973327636719,455.3780517578125
101.0,310.64678955078125,243.55374145507812,513.9989013671875
102.0,356.8498229980469,252.10707092285156,448.2982482910156
103.0,343.7117614746094,291.4140930175781,14598.8349609375
104.0,325.4100036621094,252.2137908935547,686.2052612304688
105.0,6169.6103515625,242.24234008789062,453.32354736328125
106.0,310.7767333984375,258.5071716308594,461.8290710449219
107.0,334.8786926269531,551.3524780273438,465.2358703613281
108.0,334.8786926269531,316.7432556152344,449.0799560546875
109.0,355.2933654785156,242.32896423339844,496.78436279296875
110.0,323.21234130859375,259.6842346191406,449.9825439453125
111.0,310.1938781738281,587.6613159179688,452.5663146972656
112.0,320.25762939453125,251.26022338867188,524.315673828125
113.0,309.69671630859375,277.73504638671875,448.20648193359375
114.0,315.62310791015625,261.65478515625,465.02783203125
115.0,309.9716491699219,242.9146728515625,453.1614074707031
116.0,312.8576354980469,244.0735321044922,447.3161315917969
117.0,312.8905944824219,246.7471923828125,454.4142761230469
118.0,309.8548889160156,327.1755065917969,605.5449829101562
119.0,313.606201171875,253.54403686523438,477.30426025390625
120.0,313.4875793457031,310.38836669921875,465.60760498046875
121.0,311.9979553222656,242.24234008789062,490.76470947265625
122.0,313.7540283203125,267.1734924316406,496.5365295410156
123.0,315.2605895996094,241.9158935546875,478.6458740234375
124.0,309.89349365234375,8206.7275390625,450.4353332519531
125.0,310.6251220703125,242.12306213378906,473.322265625
126.0,340.9001770019531,259.119873046875,452.2771911621094
127.0,310.97161865234375,257.93841552734375,462.6322021484375
128.0,309.8887939453125,263.1513977050781,449.0799560546875
129.0,370.3946228027344,254.2728729248047,465.48675537109375
130.0,322.3357238769531,478.6501159667969,485.5895080566406
131.0,346.79547119140625,8231.62109375,454.71563720703125
132.0,310.15716552734375,494.51068115234375,449.9748840332031
133.0,309.6854248046875,241.598876953125,447.2136535644531
134.0,310.9349060058594,357.4759521484375,462.04937744140625
135.0,317.70965576171875,274.0814514160156,451.492431640625
136.0,315.6136779785156,269.75299072265625,457.5809020996094
137.0,2825.787353515625,259.6848449707031,558.0103759765625
138.0,310.1938781738281,264.4916687011719,590.7092895507812
139.0,310.8595886230469,242.7734375,466.8650817871094
140.0,310.2070617675781,243.0050811767578,446.88629150390625
141.0,310.41986083984375,330.5064392089844,448.62408447265625
142.0,312.78607177734375,251.6249542236328,469.6202087402344
143.0,312.2879638671875,306.2093200683594,495.2362365722656
144.0,310.9725646972656,314.4443664550781,452.3445129394531
145.0,313.7078857421875,259.9353332519531,497.4008483886719
146.0,309.9320983886719,268.17791748046875,5758.64208984375
147.0,312.2512512207031,7542.236328125,464.6361999511719
148.0,312.1457824707031,257.93841552734375,469.6247863769531
149.0,330.45318603515625,242.96803283691406,473.6266784667969
150.0,309.3954162597656,276.1034851074219,447.9311218261719
151.0,309.8699645996094,238.42237854003906,448.1192626953125
152.0,310.2626037597656,243.6422576904297,478.6458740234375
153.0,336.22796630859375,251.71974182128906,469.7333984375
154.0,311.2522277832031,261.3289794921875,456.5406799316406
155.0,311.4414978027344,296.0363464355469,447.89593505859375
156.0,313.5647888183594,368.1473693847656,456.152099609375
157.0,311.29083251953125,255.4122772216797,459.44110107421875
158.0,336.575439453125,268.1415100097656,474.21563720703125
159.0,315.3443908691406,241.95481872558594,446.844970703125
160.0,309.89349365234375,279.1130065917969,524.8556518554688
161.0,313.7078857421875,270.52325439453125,451.2185974121094
162.0,311.57708740234375,240.7909393310547,452.4424133300781
163.0,309.8784484863281,247.19229125976562,460.2886047363281
164.0,311.621337890625,312.4549865722656,455.887451171875
165.0,316.32647705078125,243.6422576904297,472.8526306152344
166.0,311.4085388183594,246.79867553710938,489.1951599121094
167.0,313.7540283203125,243.5631561279297,457.0684509277344
168.0,319.18231201171875,244.13694763183594,454.4142761230469
169.0,309.6731872558594,249.4899139404297,448.7923583984375
170.0,314.4357604980469,294.8235168457031,685.7371215820312
171.0,309.8784484863281,276.9961853027344,448.191162109375
172.0,314.75494384765625,246.9342803955078,453.32354736328125
173.0,309.4773254394531,241.827392578125,651.5192260742188
174.0,309.8831481933594,334.3094482421875,447.2136535644531
175.0,312.8755187988281,266.2167663574219,447.7414245605469
176.0,320.8809509277344,309.8616638183594,457.6726989746094
177.0,314.3368835449219,347.3613586425781,448.6654052734375
178.0,316.44793701171875,416.1251220703125,504.1150207519531
179.0,312.99041748046875,255.2772979736328,457.0684509277344
180.0,309.3954162597656,270.230712890625,448.21258544921875
181.0,314.618408203125,305.2802429199219,450.491943359375
182.0,317.2821960449219,248.59031677246094,456.2806091308594
183.0,309.9952087402344,351.144287109375,449.2635498046875
184.0,312.3670654296875,250.10888671875,448.7311706542969
185.0,318.7896728515625,318.54620361328125,7963.62255859375
186.0,317.3000793457031,263.5519104003906,460.3681640625
187.0,312.0685729980469,278.3559265136719,447.89593505859375
188.0,310.00555419921875,292.0293273925781,448.92547607421875
189.0,314.19659423828125,245.646728515625,449.9718322753906
190.0,316.32647705078125,238.42237854003906,448.3349609375
191.0,310.398193359375,240.63400268554688,487.76788330078125
192.0,319.1192321777344,242.67047119140625,450.7673034667969
193.0,313.03466796875,238.8913116455078,452.2511901855469
194.0,314.1956481933594,246.10247802734375,458.3656921386719
195.0,314.51483154296875,289.4667663574219,456.5406799316406
196.0,342.24664306640625,833.5113525390625,450.3603820800781
197.0,311.33038330078125,247.7503662109375,453.48724365234375
198.0,312.24560546875,254.44802856445312,459.4961853027344
199.0,310.9565734863281,310.38836669921875,448.2569580078125
200.0,311.13262939453125,241.682373046875,484.0382995605469
201.0,336.07073974609375,242.48716735839844,529.53369140625
202.0,312.78607177734375,258.6553039550781,467.2857666015625
203.0,310.4810485839844,251.6249542236328,706.40283203125
204.0,311.4970397949219,282.57012939453125,456.4794616699219
205.0,347.40374755859375,263.4558410644531,448.7510681152344
206.0,314.2173156738281,254.57106018066406,454.2903747558594
207.0,310.1496276855469,274.3827819824219,447.89593505859375
208.0,317.1993408203125,250.10888671875,510.4895935058594
209.0,310.398193359375,257.86871337890625,465.4255676269531
210.0,311.8633117675781,243.5631561279297,468.0873718261719
211.0,310.2051696777344,242.90652465820312,467.5504150390625
212.0,313.1495361328125,253.8780059814453,451.42205810546875
213.0,311.74560546875,250.24826049804688,459.6231689453125
214.0,310.64678955078125,361.1088562011719,451.3409729003906
215.0,315.45831298828125,381.72723388671875,450.79791259765625
216.0,311.74560546875,243.48406982421875,460.6435241699219
217.0,309.9810791015625,242.39425659179688,485.99029541015625
218.0,315.6334533691406,238.42237854003906,449.23907470703125
219.0,9601.3212890625,241.1060791015625,457.5533752441406
220.0,317.0204162597656,311.5723571777344,447.99993896484375
221.0,311.3426208496094,265.3623962402344,543.6657104492188
222.0,310.64678955078125,258.5071716308594,499.13409423828125
223.0,309.5535888671875,265.6072082519531,448.42523193359375
224.0,310.0931396484375,244.8199462890625,448.1789245605469
225.0,339.5047302246094,265.1206970214844,449.43487548828125
226.0,316.3565979003906,242.52859497070312,453.32354736328125
